"name","effectName","functionName","shortName","interaction1","interaction2","type","basicRate","include","randomEffects","fix","test","timeDummy","initialValue","parm","functionType","period","rateType","untrimmedValue","effect1","effect2","effect3","interactionType","local","setting","netType","groupName","group","effectNumber",".spec_key",".spec_role"
"dv.net","constant dv.net rate (period 1)","Amount of network change in period 1","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.173704252168394,0,"rate","1",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,1,"dv.net|rate|Rate|||0|1|1","original_control_or_spending"
"dv.net","constant dv.net rate (period 2)","Amount of network change in period 2","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.467340010185028,0,"rate","2",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,2,"dv.net|rate|Rate|||0|1|2","original_control_or_spending"
"dv.net","constant dv.net rate (period 3)","Amount of network change in period 3","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.817685963909529,0,"rate","3",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,3,"dv.net|rate|Rate|||0|1|3","original_control_or_spending"
"dv.net","constant dv.net rate (period 4)","Amount of network change in period 4","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.19221759295653,0,"rate","4",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,4,"dv.net|rate|Rate|||0|1|4","original_control_or_spending"
"dv.net","constant dv.net rate (period 5)","Amount of network change in period 5","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.964405314047638,0,"rate","5",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,5,"dv.net|rate|Rate|||0|1|5","original_control_or_spending"
"dv.net","constant dv.net rate (period 6)","Amount of network change in period 6","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.964405314047638,0,"rate","6",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,6,"dv.net|rate|Rate|||0|1|6","original_control_or_spending"
"dv.net","constant dv.net rate (period 7)","Amount of network change in period 7","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.19221759295653,0,"rate","7",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,7,"dv.net|rate|Rate|||0|1|7","original_control_or_spending"
"dv.net","constant dv.net rate (period 8)","Amount of network change in period 8","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.989717789481959,0,"rate","8",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,8,"dv.net|rate|Rate|||0|1|8","original_control_or_spending"
"dv.net","constant dv.net rate (period 9)","Amount of network change in period 9","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.06565521578492,0,"rate","9",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,9,"dv.net|rate|Rate|||0|1|9","original_control_or_spending"
"dv.net","constant dv.net rate (period 10)","Amount of network change in period 10","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",0.913780363178995,0,"rate","10",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,10,"dv.net|rate|Rate|||0|1|10","original_control_or_spending"
"dv.net","constant dv.net rate (period 11)","Amount of network change in period 11","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.06565521578492,0,"rate","11",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,11,"dv.net|rate|Rate|||0|1|11","original_control_or_spending"
"dv.net","constant dv.net rate (period 12)","Amount of network change in period 12","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.44534234729974,0,"rate","12",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,12,"dv.net|rate|Rate|||0|1|12","original_control_or_spending"
"dv.net","constant dv.net rate (period 13)","Amount of network change in period 13","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.19221759295653,0,"rate","13",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,13,"dv.net|rate|Rate|||0|1|13","original_control_or_spending"
"dv.net","constant dv.net rate (period 14)","Amount of network change in period 14","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.11628016665357,0,"rate","14",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,14,"dv.net|rate|Rate|||0|1|14","original_control_or_spending"
"dv.net","constant dv.net rate (period 15)","Amount of network change in period 15","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.01503026491628,0,"rate","15",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,15,"dv.net|rate|Rate|||0|1|15","original_control_or_spending"
"dv.net","constant dv.net rate (period 16)","Amount of network change in period 16","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.74909205251159,0,"rate","16",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,16,"dv.net|rate|Rate|||0|1|16","original_control_or_spending"
"dv.net","constant dv.net rate (period 17)","Amount of network change in period 17","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.21753006839085,0,"rate","17",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,17,"dv.net|rate|Rate|||0|1|17","original_control_or_spending"
"dv.net","constant dv.net rate (period 18)","Amount of network change in period 18","Rate","","","rate",TRUE,TRUE,FALSE,FALSE,FALSE,",",1.42002987186542,0,"rate","18",NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,18,"dv.net|rate|Rate|||0|1|18","original_control_or_spending"
"dv.net","degree effect on rate dv.net","Amount of change x outdegrees","outRate","","","rate",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"rate",NA,"structural",0,0,0,0,"",FALSE,"","oneMode","Group1",1,19,"dv.net|rate|outRate|||0|1|NA","unused_native_template"
"dv.net","effect 1/degree on rate dv.net","Amount of change x (1/outdegrees)","outRateInv","","","rate",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"rate",NA,"structural",0,0,0,0,"",FALSE,"","oneMode","Group1",1,20,"dv.net|rate|outRateInv|||0|1|NA","unused_native_template"
"dv.net","effect ln(degree+1) on rate dv.net","Amount of change x ln(outdegrees+1)","outRateLog","","","rate",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,1,"rate",NA,"structural",0,0,0,0,"",FALSE,"","oneMode","Group1",1,21,"dv.net|rate|outRateLog|||1|1|NA","unused_native_template"
"dv.net","effect milex.beh on rate","effect milex.beh on rate","RateX","milex.beh","","rate",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"rate",NA,"covariate",0,0,0,0,"",FALSE,"","oneMode","Group1",1,22,"dv.net|rate|RateX|milex.beh||0|1|NA","unused_native_template"
"dv.net","effect beh.democracy_1 on rate","effect beh.democracy_1 on rate","RateX","beh.democracy_1","","rate",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"rate",NA,"covariate",0,0,0,0,"",FALSE,"","oneMode","Group1",1,23,"dv.net|rate|RateX|beh.democracy_1||0|1|NA","unused_native_template"
"dv.net","effect beh.GDPgrowth_1 on rate","effect beh.GDPgrowth_1 on rate","RateX","beh.GDPgrowth_1","","rate",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"rate",NA,"covariate",0,0,0,0,"",FALSE,"","oneMode","Group1",1,24,"dv.net|rate|RateX|beh.GDPgrowth_1||0|1|NA","unused_native_template"
"dv.net","effect beh.nato_1 on rate","effect beh.nato_1 on rate","RateX","beh.nato_1","","rate",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"rate",NA,"covariate",0,0,0,0,"",FALSE,"","oneMode","Group1",1,25,"dv.net|rate|RateX|beh.nato_1||0|1|NA","unused_native_template"
"dv.net","effect beh.allies_1 on rate","effect beh.allies_1 on rate","RateX","beh.allies_1","","rate",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"rate",NA,"covariate",0,0,0,0,"",FALSE,"","oneMode","Group1",1,26,"dv.net|rate|RateX|beh.allies_1||0|1|NA","unused_native_template"
"dv.net","effect beh.military_1 on rate","effect beh.military_1 on rate","RateX","beh.military_1","","rate",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"rate",NA,"covariate",0,0,0,0,"",FALSE,"","oneMode","Group1",1,27,"dv.net|rate|RateX|beh.military_1||0|1|NA","unused_native_template"
"dv.net","effect beh.lnmids_1 on rate","effect beh.lnmids_1 on rate","RateX","beh.lnmids_1","","rate",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"rate",NA,"covariate",0,0,0,0,"",FALSE,"","oneMode","Group1",1,28,"dv.net|rate|RateX|beh.lnmids_1||0|1|NA","unused_native_template"
"dv.net","effect beh.lncinc_1 on rate","effect beh.lncinc_1 on rate","RateX","beh.lncinc_1","","rate",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"rate",NA,"covariate",0,0,0,0,"",FALSE,"","oneMode","Group1",1,29,"dv.net|rate|RateX|beh.lncinc_1||0|1|NA","unused_native_template"
"dv.net","effect beh.milexSpLag_1 on rate","effect beh.milexSpLag_1 on rate","RateX","beh.milexSpLag_1","","rate",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"rate",NA,"covariate",0,0,0,0,"",FALSE,"","oneMode","Group1",1,30,"dv.net|rate|RateX|beh.milexSpLag_1||0|1|NA","unused_native_template"
"dv.net","degree (density)","Number of edges","density","","","eval",FALSE,TRUE,TRUE,FALSE,FALSE,",",-0.259757492927989,0,"objective",NA,NA,-0.259757492927989,0,0,0,"ego",FALSE,"","oneMode","Group1",1,31,"network|atom(density|0|)","original_control_or_spending"
"dv.net","degree (density)","Lost ties: Number of edges","density","","","endow",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"ego",FALSE,"","oneMode","Group1",1,32,"dv.net|endow|density|||0|1|NA","unused_native_template"
"dv.net","degree (density)","New ties: Number of edges","density","","","creation",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"ego",FALSE,"","oneMode","Group1",1,33,"dv.net|creation|density|||0|1|NA","unused_native_template"
"dv.net","transitive triads","Number of transitive triads","transTriads","","","eval",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,34,"network|atom(transTriads|0|)","unused_native_template"
"dv.net","transitive triads","Lost ties: Number of transitive triads","transTriads","","","endow",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,35,"dv.net|endow|transTriads|||0|1|NA","unused_native_template"
"dv.net","transitive triads","New ties: Number of transitive triads","transTriads","","","creation",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,36,"dv.net|creation|transTriads|||0|1|NA","unused_native_template"
"dv.net","transitive ties","Number of ties with transitive closure","transTies","","","eval",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,37,"network|atom(transTies|0|)","unused_native_template"
"dv.net","transitive ties","Lost ties: Number of ties with transitive closure","transTies","","","endow",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,38,"dv.net|endow|transTies|||0|1|NA","unused_native_template"
"dv.net","transitive ties","New ties: Number of ties with transitive closure","transTies","","","creation",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,39,"dv.net|creation|transTies|||0|1|NA","unused_native_template"
"dv.net","betweenness","betweenness count","between","","","eval",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,40,"network|atom(between|0|)","unused_native_template"
"dv.net","balance","Amount of balance","balance","","","eval",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,41,"dv.net|eval|balance|||0|1|NA","unused_native_template"
"dv.net","balance","Lost ties: Amount of balance","balance","","","endow",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,42,"dv.net|endow|balance|||0|1|NA","unused_native_template"
"dv.net","balance","New ties: Amount of balance","balance","","","creation",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,43,"dv.net|creation|balance|||0|1|NA","unused_native_template"
"dv.net","number of actor pairs at dist 2","Number of dists equal to 2","nbrDist2","","","eval",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,44,"network|atom(nbrDist2|0|)","unused_native_template"
"dv.net","number pairs at doubly achieved dist 2","Number of doubly achieved dists 2","nbrDist2twice","","","eval",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,45,"network|atom(nbrDist2twice|0|)","unused_native_template"
"dv.net","GWESP (69)","Numb. edgew. shrd prtns.(69)","gwesp","","","eval",FALSE,TRUE,FALSE,FALSE,FALSE,",",0,69,"objective",NA,NA,0,0,0,0,"dyadic",FALSE,"","oneMode","Group1",1,46,"network|atom(gwesp|69|)","evolved_network_term"
"dv.net","GWESP (69)","Lost ties: Numb. edgew. shrd prtns.(69)","gwesp","","","endow",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,69,"objective",NA,NA,0,0,0,0,"dyadic",FALSE,"","oneMode","Group1",1,47,"dv.net|endow|gwesp|||69|1|NA","unused_native_template"
"dv.net","GWESP (69)","New ties: Numb. edgew. shrd prtns.(69)","gwesp","","","creation",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,69,"objective",NA,NA,0,0,0,0,"dyadic",FALSE,"","oneMode","Group1",1,48,"dv.net|creation|gwesp|||69|1|NA","unused_native_template"
"dv.net","4-cycles (1)","(Number 4-cycles)^1/1)","cycle4ND","","","eval",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,1,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,49,"network|atom(cycle4ND|1|)","unused_native_template"
"dv.net","4-cycles (1)","Lost ties: (Number 4-cycles)^1/1)","cycle4ND","","","endow",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,1,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,50,"dv.net|endow|cycle4ND|||1|1|NA","unused_native_template"
"dv.net","4-cycles (1)","New ties: (Number 4-cycles)^1/1)","cycle4ND","","","creation",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,1,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,51,"dv.net|creation|cycle4ND|||1|1|NA","unused_native_template"
"dv.net","degree of alter","Sum of squared degrees","inPop","","","eval",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,52,"network|atom(inPop|0|)","unused_native_template"
"dv.net","degree of alter","Lost ties: Sum of squared degrees","inPop","","","endow",FALSE,FALSE,FALSE,FALSE,FALSE,",",0,0,"objective",NA,NA,0,0,0,0,"",FALSE,"","oneMode","Group1",1,53,"dv.net|endow|inPop|||0|1|NA","unused_native_template"
